Key_Id,Year,Match_Id,Match_Name,Team1,Team2,Result,Home_Team_Name,Away_Team_Name,Winner,Stage_Name,Group_Name,Group_Stage,Knockout_Stage,Replayed,Replay,Match_Date,Stadium_Id,Stadium_Name,City_Name,Country_Name,Home_Team_Id,Home_Team_Code,Away_Team_Id,Away_Team_Code,Score,Home_Team_Score,Away_Team_Score,Home_Team_Score_Margin,Away_Team_Score_Margin,Extra_Time,Penalty_Shootout,Score_Penalties,Home_Team_Score_Penalties,Away_Team_Score_Penalties,Home_Team_Win,Away_Team_Win,Draw,Unique_Teams
203,1970,M-1970-03,England v Romania,England,Romania,home team win,England,Romania,England,group stage,Group 3,1,0,0,0,06-02-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,ENG,T-59,ROU,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
204,1970,M-1970-04,Peru v Bulgaria,Peru,Bulgaria,home team win,Peru,Bulgaria,Peru,group stage,Group 4,1,0,0,0,06-02-1970,S-098,Estadio Nou Camp,León,Mexico,T-54,PER,T-10,BGR,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
205,1970,M-1970-05,Belgium v El Salvador,Belgium,El Salvador,home team win,Belgium,El Salvador,Belgium,group stage,Group 1,1,0,0,0,06-03-1970,S-099,Estadio Azteca,Mexico City,Mexico,T-06,BEL,T-26,SLV,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
206,1970,M-1970-06,Italy v Sweden,Italy,Sweden,home team win,Italy,Sweden,Italy,group stage,Group 2,1,0,0,0,06-03-1970,S-106,La Bombonera,Toluca,Mexico,T-39,ITA,T-72,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
207,1970,M-1970-07,Brazil v Czechoslovakia,Brazil,Czechoslovakia,home team win,Brazil,Czechoslovakia,Brazil,group stage,Group 3,1,0,0,0,06-03-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,BRA,T-20,CSK,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
208,1970,M-1970-08,West Germany v Morocco,West Germany,Morocco,home team win,West Germany,Morocco,West Germany,group stage,Group 4,1,0,0,0,06-03-1970,S-098,Estadio Nou Camp,León,Mexico,T-83,DEU,T-45,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
209,1970,M-1970-09,Soviet Union v Belgium,Soviet Union,Belgium,home team win,Soviet Union,Belgium,Soviet Union,group stage,Group 1,1,0,0,0,06-06-1970,S-099,Estadio Azteca,Mexico City,Mexico,T-70,SUN,T-06,BEL,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
210,1970,M-1970-10,Uruguay v Italy,Uruguay,Italy,draw,Uruguay,Italy,Draw,group stage,Group 2,1,0,0,0,06-06-1970,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-81,URY,T-39,ITA,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
211,1970,M-1970-11,Romania v Czechoslovakia,Romania,Czechoslovakia,home team win,Romania,Czechoslovakia,Romania,group stage,Group 3,1,0,0,0,06-06-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-59,ROU,T-20,CSK,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
212,1970,M-1970-12,Peru v Morocco,Peru,Morocco,home team win,Peru,Morocco,Peru,group stage,Group 4,1,0,0,0,06-06-1970,S-098,Estadio Nou Camp,León,Mexico,T-54,PER,T-45,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
213,1970,M-1970-13,Mexico v El Salvador,Mexico,El Salvador,home team win,Mexico,El Salvador,Mexico,group stage,Group 1,1,0,0,0,06-07-1970,S-099,Estadio Azteca,Mexico City,Mexico,T-44,MEX,T-26,SLV,4–0,4,0,4,-4,0,0,0-0,0,0,1,0,0,NULL
214,1970,M-1970-14,Sweden v Israel,Sweden,Israel,draw,Sweden,Israel,Draw,group stage,Group 2,1,0,0,0,06-07-1970,S-106,La Bombonera,Toluca,Mexico,T-72,SWE,T-38,ISR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
215,1970,M-1970-15,Brazil v England,Brazil,England,home team win,Brazil,England,Brazil,group stage,Group 3,1,0,0,0,06-07-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,BRA,T-27,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
216,1970,M-1970-16,West Germany v Bulgaria,West Germany,Bulgaria,home team win,West Germany,Bulgaria,West Germany,group stage,Group 4,1,0,0,0,06-07-1970,S-098,Estadio Nou Camp,León,Mexico,T-83,DEU,T-10,BGR,5–2,5,2,3,-3,0,0,0-0,0,0,1,0,0,NULL
217,1970,M-1970-17,Soviet Union v El Salvador,Soviet Union,El Salvador,home team win,Soviet Union,El Salvador,Soviet Union,group stage,Group 1,1,0,0,0,06-10-1970,S-099,Estadio Azteca,Mexico City,Mexico,T-70,SUN,T-26,SLV,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
218,1970,M-1970-18,Sweden v Uruguay,Sweden,Uruguay,home team win,Sweden,Uruguay,Sweden,group stage,Group 2,1,0,0,0,06-10-1970,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-72,SWE,T-81,URY,Jan-00,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
219,1970,M-1970-19,Brazil v Romania,Brazil,Romania,home team win,Brazil,Romania,Brazil,group stage,Group 3,1,0,0,0,06-10-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,BRA,T-59,ROU,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
220,1970,M-1970-20,West Germany v Peru,West Germany,Peru,home team win,West Germany,Peru,West Germany,group stage,Group 4,1,0,0,0,06-10-1970,S-098,Estadio Nou Camp,León,Mexico,T-83,DEU,T-54,PER,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
221,1970,M-1970-21,Mexico v Belgium,Mexico,Belgium,home team win,Mexico,Belgium,Mexico,group stage,Group 1,1,0,0,0,06-11-1970,S-099,Estadio Azteca,Mexico City,Mexico,T-44,MEX,T-06,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
222,1970,M-1970-22,Italy v Israel,Italy,Israel,draw,Italy,Israel,Draw,group stage,Group 2,1,0,0,0,06-11-1970,S-106,La Bombonera,Toluca,Mexico,T-39,ITA,T-38,ISR,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
223,1970,M-1970-23,England v Czechoslovakia,England,Czechoslovakia,home team win,England,Czechoslovakia,England,group stage,Group 3,1,0,0,0,06-11-1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,ENG,T-20,CSK,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
224,1970,M-1970-24,Bulgaria v Morocco,Bulgaria,Morocco,draw,Bulgaria,Morocco,Draw,group stage,Group 4,1,0,0,0,06-11-1970,S-098,Estadio Nou Camp,León,Mexico,T-10,BGR,T-45,MAR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
225,1970,M-1970-25,Brazil v Peru,Brazil,Peru,home team win,Brazil,Peru,Brazil,quarter-finals,not applicable,0,1,0,0,6/14/1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,BRA,T-54,PER,4–2,4,2,2,-2,0,0,0-0,0,0,1,0,0,NULL
226,1970,M-1970-26,Italy v Mexico,Italy,Mexico,home team win,Italy,Mexico,Italy,quarter-finals,not applicable,0,1,0,0,6/14/1970,S-106,La Bombonera,Toluca,Mexico,T-39,ITA,T-44,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
227,1970,M-1970-27,Soviet Union v Uruguay,Soviet Union,Uruguay,away team win,Soviet Union,Uruguay,Uruguay,quarter-finals,not applicable,0,1,0,0,6/14/1970,S-099,Estadio Azteca,Mexico City,Mexico,T-70,SUN,T-81,URY,0–1,0,1,-1,1,1,0,0-0,0,0,0,1,0,NULL
228,1970,M-1970-28,West Germany v England,West Germany,England,home team win,West Germany,England,West Germany,quarter-finals,not applicable,0,1,0,0,6/14/1970,S-098,Estadio Nou Camp,León,Mexico,T-83,DEU,T-27,ENG,3–2,3,2,1,-1,1,0,0-0,0,0,1,0,0,NULL
229,1970,M-1970-29,Brazil v Uruguay,Brazil,Uruguay,home team win,Brazil,Uruguay,Brazil,semi-finals,not applicable,0,1,0,0,6/17/1970,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,BRA,T-81,URY,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
230,1970,M-1970-30,Italy v West Germany,Italy,West Germany,home team win,Italy,West Germany,Italy,semi-finals,not applicable,0,1,0,0,6/17/1970,S-099,Estadio Azteca,Mexico City,Mexico,T-39,ITA,T-83,DEU,4–3,4,3,1,-1,1,0,0-0,0,0,1,0,0,NULL
231,1970,M-1970-31,West Germany v Uruguay,West Germany,Uruguay,home team win,West Germany,Uruguay,West Germany,third-place match,not applicable,0,1,0,0,6/20/1970,S-099,Estadio Azteca,Mexico City,Mexico,T-83,DEU,T-81,URY,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
232,1970,M-1970-32,Brazil v Italy,Brazil,Italy,home team win,Brazil,Italy,Brazil,final,not applicable,0,1,0,0,6/21/1970,S-099,Estadio Azteca,Mexico City,Mexico,T-09,BRA,T-39,ITA,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
233,1974,M-1974-01,Brazil v Yugoslavia,Brazil,Yugoslavia,draw,Brazil,Yugoslavia,Draw,group stage,Group 2,1,0,0,0,6/13/1974,S-057,Waldstadion,Frankfurt,Germany,T-09,BRA,T-84,YUG,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
234,1974,M-1974-02,West Germany v Chile,West Germany,Chile,home team win,West Germany,Chile,West Germany,group stage,Group 1,1,0,0,0,6/14/1974,S-053,Olympiastadion,Berlin,Germany,T-83,DEU,T-13,CHL,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
235,1974,M-1974-03,East Germany v Australia,East Germany,Australia,home team win,East Germany,Australia,East Germany,group stage,Group 1,1,0,0,0,6/14/1974,S-060,Volksparkstadion,Hamburg,Germany,T-23,DDR,T-04,AUS,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
236,1974,M-1974-04,Zaire v Scotland,Zaire,Scotland,away team win,Zaire,Scotland,Scotland,group stage,Group 2,1,0,0,0,6/14/1974,S-055,Westfalenstadion,Dortmund,Germany,T-85,COD,T-62,SCO,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
237,1974,M-1974-05,Sweden v Bulgaria,Sweden,Bulgaria,draw,Sweden,Bulgaria,Draw,group stage,Group 3,1,0,0,0,6/15/1974,S-056,Rheinstadion,Düsseldorf,Germany,T-72,SWE,T-10,BGR,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
238,1974,M-1974-06,Uruguay v Netherlands,Uruguay,Netherlands,away team win,Uruguay,Netherlands,Netherlands,group stage,Group 3,1,0,0,0,6/15/1974,S-061,Niedersachsenstadion,Hanover,Germany,T-81,URY,T-46,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
239,1974,M-1974-07,Italy v Haiti,Italy,Haiti,home team win,Italy,Haiti,Italy,group stage,Group 4,1,0,0,0,6/15/1974,S-065,Olympiastadion,Munich,Germany,T-39,ITA,T-32,HTI,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
240,1974,M-1974-08,Poland v Argentina,Poland,Argentina,home team win,Poland,Argentina,Poland,group stage,Group 4,1,0,0,0,6/15/1974,S-067,Neckarstadion,Stuttgart,Germany,T-55,POL,T-03,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
241,1974,M-1974-09,Australia v West Germany,Australia,West Germany,away team win,Australia,West Germany,West Germany,group stage,Group 1,1,0,0,0,6/18/1974,S-060,Volksparkstadion,Hamburg,Germany,T-04,AUS,T-83,DEU,0–3,0,3,-3,3,0,0,0-0,0,0,0,1,0,NULL
242,1974,M-1974-10,Chile v East Germany,Chile,East Germany,draw,Chile,East Germany,Draw,group stage,Group 1,1,0,0,0,6/18/1974,S-053,Olympiastadion,Berlin,Germany,T-13,CHL,T-23,DDR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
243,1974,M-1974-11,Scotland v Brazil,Scotland,Brazil,draw,Scotland,Brazil,Draw,group stage,Group 2,1,0,0,0,6/18/1974,S-057,Waldstadion,Frankfurt,Germany,T-62,SCO,T-09,BRA,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
244,1974,M-1974-12,Yugoslavia v Zaire,Yugoslavia,Zaire,home team win,Yugoslavia,Zaire,Yugoslavia,group stage,Group 2,1,0,0,0,6/18/1974,S-059,Parkstadion,Gelsenkirchen,Germany,T-84,YUG,T-85,COD,9–0,9,0,9,-9,0,0,0-0,0,0,1,0,0,NULL
245,1974,M-1974-13,Bulgaria v Uruguay,Bulgaria,Uruguay,draw,Bulgaria,Uruguay,Draw,group stage,Group 3,1,0,0,0,6/19/1974,S-061,Niedersachsenstadion,Hanover,Germany,T-10,BGR,T-81,URY,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
246,1974,M-1974-14,Netherlands v Sweden,Netherlands,Sweden,draw,Netherlands,Sweden,Draw,group stage,Group 3,1,0,0,0,6/19/1974,S-055,Westfalenstadion,Dortmund,Germany,T-46,NLD,T-72,SWE,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
247,1974,M-1974-15,Argentina v Italy,Argentina,Italy,draw,Argentina,Italy,Draw,group stage,Group 4,1,0,0,0,6/19/1974,S-067,Neckarstadion,Stuttgart,Germany,T-03,ARG,T-39,ITA,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
248,1974,M-1974-16,Haiti v Poland,Haiti,Poland,away team win,Haiti,Poland,Poland,group stage,Group 4,1,0,0,0,6/19/1974,S-065,Olympiastadion,Munich,Germany,T-32,HTI,T-55,POL,0–7,0,7,-7,7,0,0,0-0,0,0,0,1,0,NULL
249,1974,M-1974-17,Australia v Chile,Australia,Chile,draw,Australia,Chile,Draw,group stage,Group 1,1,0,0,0,6/22/1974,S-053,Olympiastadion,Berlin,Germany,T-04,AUS,T-13,CHL,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
250,1974,M-1974-18,Scotland v Yugoslavia,Scotland,Yugoslavia,draw,Scotland,Yugoslavia,Draw,group stage,Group 2,1,0,0,0,6/22/1974,S-057,Waldstadion,Frankfurt,Germany,T-62,SCO,T-84,YUG,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
251,1974,M-1974-19,Zaire v Brazil,Zaire,Brazil,away team win,Zaire,Brazil,Brazil,group stage,Group 2,1,0,0,0,6/22/1974,S-059,Parkstadion,Gelsenkirchen,Germany,T-85,COD,T-09,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,0,1,0,NULL
252,1974,M-1974-20,East Germany v West Germany,East Germany,West Germany,home team win,East Germany,West Germany,East Germany,group stage,Group 1,1,0,0,0,6/22/1974,S-060,Volksparkstadion,Hamburg,Germany,T-23,DDR,T-83,DEU,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
253,1974,M-1974-21,Bulgaria v Netherlands,Bulgaria,Netherlands,away team win,Bulgaria,Netherlands,Netherlands,group stage,Group 3,1,0,0,0,6/23/1974,S-055,Westfalenstadion,Dortmund,Germany,T-10,BGR,T-46,NLD,1–4,1,4,-3,3,0,0,0-0,0,0,0,1,0,NULL
254,1974,M-1974-22,Sweden v Uruguay,Sweden,Uruguay,home team win,Sweden,Uruguay,Sweden,group stage,Group 3,1,0,0,0,6/23/1974,S-056,Rheinstadion,Düsseldorf,Germany,T-72,SWE,T-81,URY,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
255,1974,M-1974-23,Argentina v Haiti,Argentina,Haiti,home team win,Argentina,Haiti,Argentina,group stage,Group 4,1,0,0,0,6/23/1974,S-065,Olympiastadion,Munich,Germany,T-03,ARG,T-32,HTI,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
256,1974,M-1974-24,Poland v Italy,Poland,Italy,home team win,Poland,Italy,Poland,group stage,Group 4,1,0,0,0,6/23/1974,S-067,Neckarstadion,Stuttgart,Germany,T-55,POL,T-39,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
257,1974,M-1974-25,Yugoslavia v West Germany,Yugoslavia,West Germany,away team win,Yugoslavia,West Germany,West Germany,second group stage,Group B,1,0,0,0,6/26/1974,S-056,Rheinstadion,Düsseldorf,Germany,T-84,YUG,T-83,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
258,1974,M-1974-26,Brazil v East Germany,Brazil,East Germany,home team win,Brazil,East Germany,Brazil,second group stage,Group A,1,0,0,0,6/26/1974,S-061,Niedersachsenstadion,Hanover,Germany,T-09,BRA,T-23,DDR,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
259,1974,M-1974-27,Netherlands v Argentina,Netherlands,Argentina,home team win,Netherlands,Argentina,Netherlands,second group stage,Group A,1,0,0,0,6/26/1974,S-059,Parkstadion,Gelsenkirchen,Germany,T-46,NLD,T-03,ARG,4–0,4,0,4,-4,0,0,0-0,0,0,1,0,0,NULL
260,1974,M-1974-28,Sweden v Poland,Sweden,Poland,away team win,Sweden,Poland,Poland,second group stage,Group B,1,0,0,0,6/26/1974,S-067,Neckarstadion,Stuttgart,Germany,T-72,SWE,T-55,POL,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
261,1974,M-1974-29,Argentina v Brazil,Argentina,Brazil,away team win,Argentina,Brazil,Brazil,second group stage,Group A,1,0,0,0,6/30/1974,S-061,Niedersachsenstadion,Hanover,Germany,T-03,ARG,T-09,BRA,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
262,1974,M-1974-30,East Germany v Netherlands,East Germany,Netherlands,away team win,East Germany,Netherlands,Netherlands,second group stage,Group A,1,0,0,0,6/30/1974,S-059,Parkstadion,Gelsenkirchen,Germany,T-23,DDR,T-46,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
263,1974,M-1974-31,Poland v Yugoslavia,Poland,Yugoslavia,home team win,Poland,Yugoslavia,Poland,second group stage,Group B,1,0,0,0,6/30/1974,S-057,Waldstadion,Frankfurt,Germany,T-55,POL,T-84,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
264,1974,M-1974-32,West Germany v Sweden,West Germany,Sweden,home team win,West Germany,Sweden,West Germany,second group stage,Group B,1,0,0,0,6/30/1974,S-056,Rheinstadion,Düsseldorf,Germany,T-83,DEU,T-72,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,1,0,0,NULL
265,1974,M-1974-33,Poland v West Germany,Poland,West Germany,away team win,Poland,West Germany,West Germany,second group stage,Group B,1,0,0,0,07-03-1974,S-057,Waldstadion,Frankfurt,Germany,T-55,POL,T-83,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
266,1974,M-1974-34,Argentina v East Germany,Argentina,East Germany,draw,Argentina,East Germany,Draw,second group stage,Group A,1,0,0,0,07-03-1974,S-059,Parkstadion,Gelsenkirchen,Germany,T-03,ARG,T-23,DDR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
267,1974,M-1974-35,Netherlands v Brazil,Netherlands,Brazil,home team win,Netherlands,Brazil,Netherlands,second group stage,Group A,1,0,0,0,07-03-1974,S-055,Westfalenstadion,Dortmund,Germany,T-46,NLD,T-09,BRA,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
268,1974,M-1974-36,Sweden v Yugoslavia,Sweden,Yugoslavia,home team win,Sweden,Yugoslavia,Sweden,second group stage,Group B,1,0,0,0,07-03-1974,S-056,Rheinstadion,Düsseldorf,Germany,T-72,SWE,T-84,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
269,1974,M-1974-37,Brazil v Poland,Brazil,Poland,away team win,Brazil,Poland,Poland,third-place match,not applicable,0,1,0,0,07-06-1974,S-065,Olympiastadion,Munich,Germany,T-09,BRA,T-55,POL,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
270,1974,M-1974-38,Netherlands v West Germany,Netherlands,West Germany,away team win,Netherlands,West Germany,West Germany,final,not applicable,0,1,0,0,07-07-1974,S-065,Olympiastadion,Munich,Germany,T-46,NLD,T-83,DEU,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
271,1978,M-1978-01,West Germany v Poland,West Germany,Poland,draw,West Germany,Poland,Draw,group stage,Group 2,1,0,0,0,06-01-1978,S-002,Estadio Monumental,Buenos Aires,Argentina,T-83,DEU,T-55,POL,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
272,1978,M-1978-02,Italy v France,Italy,France,home team win,Italy,France,Italy,group stage,Group 1,1,0,0,0,06-02-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,ITA,T-28,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
273,1978,M-1978-03,Tunisia v Mexico,Tunisia,Mexico,home team win,Tunisia,Mexico,Tunisia,group stage,Group 2,1,0,0,0,06-02-1978,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-76,TUN,T-44,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
274,1978,M-1978-04,Argentina v Hungary,Argentina,Hungary,home team win,Argentina,Hungary,Argentina,group stage,Group 1,1,0,0,0,06-02-1978,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,ARG,T-34,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
275,1978,M-1978-05,Austria v Spain,Austria,Spain,home team win,Austria,Spain,Austria,group stage,Group 3,1,0,0,0,06-03-1978,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,AUT,T-71,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
276,1978,M-1978-06,Brazil v Sweden,Brazil,Sweden,draw,Brazil,Sweden,Draw,group stage,Group 3,1,0,0,0,06-03-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,BRA,T-72,SWE,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
277,1978,M-1978-07,Netherlands v Iran,Netherlands,Iran,home team win,Netherlands,Iran,Netherlands,group stage,Group 4,1,0,0,0,06-03-1978,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,NLD,T-36,IRN,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
278,1978,M-1978-08,Peru v Scotland,Peru,Scotland,home team win,Peru,Scotland,Peru,group stage,Group 4,1,0,0,0,06-03-1978,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,PER,T-62,SCO,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
279,1978,M-1978-09,Italy v Hungary,Italy,Hungary,home team win,Italy,Hungary,Italy,group stage,Group 1,1,0,0,0,06-06-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,ITA,T-34,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
280,1978,M-1978-10,Poland v Tunisia,Poland,Tunisia,home team win,Poland,Tunisia,Poland,group stage,Group 2,1,0,0,0,06-06-1978,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,POL,T-76,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
281,1978,M-1978-11,West Germany v Mexico,West Germany,Mexico,home team win,West Germany,Mexico,West Germany,group stage,Group 2,1,0,0,0,06-06-1978,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,DEU,T-44,MEX,6–0,6,0,6,-6,0,0,0-0,0,0,1,0,0,NULL
282,1978,M-1978-12,Argentina v France,Argentina,France,home team win,Argentina,France,Argentina,group stage,Group 1,1,0,0,0,06-06-1978,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,ARG,T-28,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
283,1978,M-1978-13,Austria v Sweden,Austria,Sweden,home team win,Austria,Sweden,Austria,group stage,Group 3,1,0,0,0,06-07-1978,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,AUT,T-72,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
284,1978,M-1978-14,Brazil v Spain,Brazil,Spain,draw,Brazil,Spain,Draw,group stage,Group 3,1,0,0,0,06-07-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,BRA,T-71,ESP,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
285,1978,M-1978-15,Netherlands v Peru,Netherlands,Peru,draw,Netherlands,Peru,Draw,group stage,Group 4,1,0,0,0,06-07-1978,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,NLD,T-54,PER,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
286,1978,M-1978-16,Scotland v Iran,Scotland,Iran,draw,Scotland,Iran,Draw,group stage,Group 4,1,0,0,0,06-07-1978,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-62,SCO,T-36,IRN,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
287,1978,M-1978-17,France v Hungary,France,Hungary,home team win,France,Hungary,France,group stage,Group 1,1,0,0,0,06-10-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-28,FRA,T-34,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
288,1978,M-1978-18,Poland v Mexico,Poland,Mexico,home team win,Poland,Mexico,Poland,group stage,Group 2,1,0,0,0,06-10-1978,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,POL,T-44,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
289,1978,M-1978-19,West Germany v Tunisia,West Germany,Tunisia,draw,West Germany,Tunisia,Draw,group stage,Group 2,1,0,0,0,06-10-1978,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,DEU,T-76,TUN,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
290,1978,M-1978-20,Argentina v Italy,Argentina,Italy,away team win,Argentina,Italy,Italy,group stage,Group 1,1,0,0,0,06-10-1978,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,ARG,T-39,ITA,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
291,1978,M-1978-21,Brazil v Austria,Brazil,Austria,home team win,Brazil,Austria,Brazil,group stage,Group 3,1,0,0,0,06-11-1978,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,BRA,T-05,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
292,1978,M-1978-22,Spain v Sweden,Spain,Sweden,home team win,Spain,Sweden,Spain,group stage,Group 3,1,0,0,0,06-11-1978,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-71,ESP,T-72,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
293,1978,M-1978-23,Peru v Iran,Peru,Iran,home team win,Peru,Iran,Peru,group stage,Group 4,1,0,0,0,06-11-1978,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,PER,T-36,IRN,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
